,CollectionDate,WorkerID,SchoolName,LastUpdate,DailyNewCases,WeeklyNewCases,ActiveCases,CumulativeCases,DailyNewTests,WeeklyNewTests,TotalTests,Comments
2,2020-10-30,A4W9APAHFWVLO,Saint Martin's University,10/28/2020,0,0,,,,,,"There is no dashboard, but I was able to get a few numbers from a text update."
3,2020-10-30,A4W9APAHFWVLO,Sam Houston State University,10/29/2020,,69,,603,,,,
4,2020-10-30,A4W9APAHFWVLO,Santa Clara University,10/28/2020,,1,0,49,,507,,
5,2020-10-30,A4W9APAHFWVLO,Sewanee (University of the South),10/30/2020,1,2,,36,12,1671,19223,
6,2020-10-30,A4W9APAHFWVLO,Skidmore,10/28/2020,,0,0,7,,1288,28736,
7,2020-10-30,A4W9APAHFWVLO,Saint Louis University,10/29/2020,0,29,,232,1,668,7828,
8,2020-10-30,A4W9APAHFWVLO,St. John's University,10/28/2020,,,9,,,,,
9,2020-10-30,A4W9APAHFWVLO,Stanford University,10/25/2020,,3,,51,,6820,53646,
10,2020-10-30,A4W9APAHFWVLO,State University of New York,10/29/2020,13,121,,1452,4478,48030,31937,
11,2020-10-30,A4W9APAHFWVLO,Stevens Institute of Technology,9/10/2020,,,,0,,,1213,there is no dashboard and only a text update from 9/10/2020
12,2020-10-30,A4W9APAHFWVLO,Susquehanna,10/29/2020,,4,0,14,,,2133,
13,2020-10-30,A4W9APAHFWVLO,Syracuse University,10/29/2020,16,,30,,,,83330,
14,2020-10-30,A4W9APAHFWVLO,Temple University,10/29/2020,,71,67,676,,1230,15365,
15,2020-10-30,A4W9APAHFWVLO,Texas A&M,10/28/2020,16,101,,1958,,2569,25180,
16,2020-10-30,A4W9APAHFWVLO,Texas State University,10/29/2020,,12,28,784,,1356,,
17,2020-10-30,A4W9APAHFWVLO,Texas Tech University,10/29/2020,,139,,2111,,,,
18,2020-10-30,A4W9APAHFWVLO,Trinity College,10/29/2020,,5,7,90,,1982,37161,
19,2020-10-30,A4W9APAHFWVLO,Tufts University,10/29/2020,,7,,50,,15067,128023,
20,2020-10-30,A4W9APAHFWVLO,Tulane University,10/28/2020,1,19,50,930,1,,94590,
21,2020-10-30,A4W9APAHFWVLO,University of California Berkeley,10/29/2020,2,6,,241,1445,,47721,
22,2020-10-30,A4W9APAHFWVLO,University of California San Diego,10/29/2020,0,5,,50,1631,,50807,
23,2020-10-30,A4W9APAHFWVLO,University of Illinois Chicago,10/28/2020,,16,,347,,1296,28731,
24,2020-10-30,A4W9APAHFWVLO,University of North Carolina Chapel Hill,10/29/2020,10,6,,1291,,175,5266,
25,2020-10-30,A4W9APAHFWVLO,University of Alabama,10/23/2020,,82,,2964,,,,
26,2020-10-30,A4W9APAHFWVLO,University of Arkansas,10/28/2020,,21,44,752,,,11977,
27,2020-10-30,A4W9APAHFWVLO,University at Buffalo,10/29/2020,,0,,579,,2793,8843,
28,2020-10-30,A4W9APAHFWVLO,University of California Riverside,10/29/2020,,,,90,,,6058,
0,2020-10-30,A1AYL5V5GI9HC1,University of California Santa Cruz,10/26/2020,,,1,20,,,,
1,2020-10-30,A1AYL5V5GI9HC1,University of Colorado Boulder,10/26/2020,9,13,,1154,227,2630,44201,
2,2020-10-30,A1AYL5V5GI9HC1,University of Connecticut,10/29/2020,,,34,245,,,24549,
3,2020-10-30,A1AYL5V5GI9HC1,University of Delaware,10/29/2020,9,16,,,,1296,,
4,2020-10-30,A1AYL5V5GI9HC1,University of Denver,10/29/2020,,30,,358,,1421,19632,
5,2020-10-30,A1AYL5V5GI9HC1,University of Florida,10/29/2020,32,,,4144,1187,,,
6,2020-10-30,A1AYL5V5GI9HC1,University of Georgia,10/27/2020,,25,,,,1968,,
7,2020-10-30,A1AYL5V5GI9HC1,University of Illinois Urbana Champaign,10/28/2020,34,,,,9879,,670091,
8,2020-10-30,A1AYL5V5GI9HC1,University of Iowa,10/26/2020,,42,,1244,,1010,39691,
9,2020-10-30,A1AYL5V5GI9HC1,University of Kentucky,10/29/2020,3,,83,1701,,,36768,
10,2020-10-30,A1AYL5V5GI9HC1,University of Maryland,10/24/2020,,13,,,,2634,45322,
11,2020-10-30,A1AYL5V5GI9HC1,University of Massachusetts-Amherst,10/27/2020,1,,162,,,,,
12,2020-10-30,A1AYL5V5GI9HC1,University of Miami,10/29/2020,1,18,122,692,,,,
13,2020-10-30,A1AYL5V5GI9HC1,University of Michigan,10/28/2020,,47,,1921,,3073,54190,
14,2020-10-30,A1AYL5V5GI9HC1,University of Minnesota,10/22/2020,,36,,344,,324,4734,
15,2020-10-30,A1AYL5V5GI9HC1,University of Mississippi,10/28/2020,4,20,24,840,,,,
16,2020-10-30,A1AYL5V5GI9HC1,University of Missouri,10/28/2020,14,,76,2015,,,,
17,2020-10-30,A1AYL5V5GI9HC1,University of Nebraska-Lincoln,10/28/2020,8,,,,152,,,
18,2020-10-30,A1AYL5V5GI9HC1,University of New Hampshire,09/21/2020,0,35,45,152,3322,23031,99259,
19,2020-10-30,A1AYL5V5GI9HC1,University of New Haven,10/29/2020,,9,20,79,,851,5399,
20,2020-10-30,A1AYL5V5GI9HC1,University of Notre Dame,10/28/2020,15,,133,1092,,,56007,
21,2020-10-30,A1AYL5V5GI9HC1,University of North Texas,10/23/2020,0,17,60,363,,253,2440,
22,2020-10-30,A1AYL5V5GI9HC1,University of Oklahoma,10/23/2020,2,,,,,,,
23,2020-10-30,A1AYL5V5GI9HC1,University of Oregon,10/26/2020,,8,,525,,1686,,
24,2020-10-30,A1AYL5V5GI9HC1,University of Pennsylvania,10/24/2020,,53,,,,4059,33735,
25,2020-10-30,A1AYL5V5GI9HC1,University of Pittsburgh,10/27/2020,6,,,335,,,,
26,2020-10-30,A1AYL5V5GI9HC1,University of Rochester,10/29/2020,3,,,28,64,,7595,
27,2020-10-30,A1AYL5V5GI9HC1,University of San Diego,10/29/2020,1,1,,169,,,,
0,2020-10-29,A1AYL5V5GI9HC1,University of San Francisco,10/28/2020,,,0,9,,,833,
1,2020-10-29,A1AYL5V5GI9HC1,University of Scranton,10/26/2020,,66,,,,1200,,
2,2020-10-29,A1AYL5V5GI9HC1,University of South Carolina,10/26/2020,53,,,2623,,,,
3,2020-10-29,A1AYL5V5GI9HC1,University of South Florida,10/29/2020,,17,,530,,,,
4,2020-10-29,A1AYL5V5GI9HC1,University of St. Thomas (MN),10/26/2020,,17,,,,,,
5,2020-10-29,A1AYL5V5GI9HC1,University of Tennessee,10/15/2020,8,,66,,,,,
6,2020-10-29,A1AYL5V5GI9HC1,University of Texas Austin,10/29/2020,,16,70,1536,617,2380,24981,
7,2020-10-29,A1AYL5V5GI9HC1,University of Vermont,10/25/2020,,1,,27,,10916,96028,
8,2020-10-29,A1AYL5V5GI9HC1,University of Virginia,10/29/2020,3,3,43,967,,5041,,
9,2020-10-29,A1AYL5V5GI9HC1,University of Washington,10/29/2020,1,19,,715,,1870,10424,
10,2020-10-29,A1AYL5V5GI9HC1,University of West Virginia,10/29/2020,1,15,,690,,,47674,
11,2020-10-29,A1AYL5V5GI9HC1,University of Wisconsin Madison,10/29/2020,54,,,3508,2270,,,
12,2020-10-29,A1AYL5V5GI9HC1,University of Southern California,10/21/2020,,1,,,,3071,,
13,2020-10-29,A1AYL5V5GI9HC1,Valparaiso University,10/28/2020,3,,8,49,,,,
14,2020-10-29,A1AYL5V5GI9HC1,Vanderbilt University,10/25/2020,10,100,,,,6498,,
15,2020-10-29,A1AYL5V5GI9HC1,Vassar,10/29/2020,0,,1,38,239,,12220,
16,2020-10-29,A1AYL5V5GI9HC1,Villanova University,10/28/2020,3,,12,247,131,,6426,
17,2020-10-29,A1AYL5V5GI9HC1,Virginia Commonwealth University,10/29/2020,4,,17,366,,,8234,
18,2020-10-29,A1AYL5V5GI9HC1,Virginia Tech,10/28/2020,19,83,,,869,3094,28296,
19,2020-10-29,A1AYL5V5GI9HC1,Wake Forest,10/29/2020,3,4,153,358,,495,5077,
20,2020-10-29,A1AYL5V5GI9HC1,Washington University in St. Louis,10/28/2020,,,11,107,,,8422,
21,2020-10-29,A1AYL5V5GI9HC1,Wesleyan University,10/28/2020,,3,6,14,,2789,54632,
22,2020-10-29,A1AYL5V5GI9HC1,Western Kentucky,10/27/2020,,9,,791,,421,8789,
23,2020-10-29,A1AYL5V5GI9HC1,William Paterson University,10/23/2020,,4,7,22,,,,
24,2020-10-29,A1AYL5V5GI9HC1,Williams University,10/29/2020,0,2,,7,,3869,30736,
25,2020-10-29,A1AYL5V5GI9HC1,Wooster,10/26/2020,,14,,117,,515,4214,
26,2020-10-29,A1AYL5V5GI9HC1,Worcester Polytechnic Institute,10/29/2020,1,2,,,,8054,32939,
27,2020-10-29,A1AYL5V5GI9HC1,Yale,10/29/2020,4,17,,88,2076,10553,,
